
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-03-09 01:02:13 /api/client/photos ................................................................. ~ 514.36ms
  2026-03-09 01:02:13 /api/client/photos ................................................................. ~ 507.68ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-03-09 01:04:54 /api/admin/login ......................................................................... ~ 1s
  2026-03-09 01:04:55 /api/admin/bookings ................................................................ ~ 510.23ms
  2026-03-09 01:05:27 /api/admin/login ......................................................................... ~ 1s
  2026-03-09 01:06:58 /api/bookings ............................................................................ ~ 1s
  2026-03-09 01:06:59 /api/admin/login ......................................................................... ~ 1s
  2026-03-09 01:07:00 /api/admin/bookings .................................................................. ~ 0.55ms
  2026-03-09 01:07:00 /api/admin/bookings/2/status ....................................................... ~ 520.17ms
  2026-03-09 01:07:26 /api/admin/bookings .................................................................. ~ 0.80ms
  2026-03-09 01:10:28 /api/client/login .................................................................. ~ 520.30ms
  2026-03-09 01:10:28 /api/client/login .................................................................. ~ 515.79ms
  2026-03-09 01:10:39 /api/client/login .................................................................. ~ 521.54ms
  2026-03-09 01:10:39 /api/client/login ........................................................................ ~ 1s
  2026-03-09 01:10:40 /api/client/login .................................................................... ~ 0.65ms
  2026-03-09 01:10:40 /api/client/login .................................................................. ~ 504.70ms
  2026-03-09 01:10:49 /api/client/login .................................................................. ~ 508.76ms
  2026-03-09 01:10:49 /api/client/login .................................................................... ~ 1.06ms
  2026-03-09 01:11:11 /api/client/login .................................................................... ~ 0.68ms
  2026-03-09 01:11:11 /api/client/login .................................................................. ~ 505.75ms
  2026-03-09 01:11:12 /api/client/login .................................................................... ~ 0.55ms
  2026-03-09 01:11:12 /api/client/login .................................................................. ~ 507.47ms
  2026-03-09 01:11:12 /api/client/login .................................................................. ~ 512.06ms
  2026-03-09 01:11:12 /api/client/login .................................................................. ~ 524.06ms
  2026-03-09 01:11:12 /api/client/login .................................................................. ~ 520.55ms
  2026-03-09 01:11:13 /api/client/login .................................................................. ~ 518.08ms
  2026-03-09 01:11:13 /api/client/login .................................................................. ~ 518.65ms
  2026-03-09 01:11:13 /api/client/login .................................................................. ~ 516.27ms
  2026-03-09 01:11:13 /api/client/login .................................................................. ~ 515.44ms
  2026-03-09 01:11:14 /api/client/login .................................................................. ~ 515.31ms
  2026-03-09 01:11:14 /api/client/login .................................................................. ~ 516.15ms
  2026-03-09 01:11:14 /api/client/login .................................................................. ~ 513.11ms
  2026-03-09 01:11:14 /api/client/login .................................................................. ~ 516.59ms
  2026-03-09 01:11:15 /api/client/login .................................................................. ~ 511.05ms
  2026-03-09 01:11:15 /api/client/login ........................................................................ ~ 1s
  2026-03-09 01:11:15 /api/client/login .................................................................. ~ 518.74ms
  2026-03-09 01:16:37 / ........................................................................................ ~ 1s
  2026-03-09 01:16:40 /favicon.ico ......................................................................... ~ 1.01ms
  2026-03-09 01:18:19 /api/admin/login ......................................................................... ~ 1s
  2026-03-09 01:20:52 /api/admin/login ................................................................... ~ 522.79ms
  2026-03-09 01:20:52 /api/admin/login ................................................................... ~ 504.78ms
  2026-03-09 01:20:53 /api/admin/bookings ................................................................ ~ 508.59ms
  2026-03-09 01:20:53 /api/admin/bookings .................................................................. ~ 0.71ms
  2026-03-09 01:20:59 /api/admin/bookings ................................................................ ~ 502.73ms
  2026-03-09 01:20:59 /api/admin/bookings .................................................................. ~ 1.07ms
  2026-03-09 01:21:03 /api/admin/bookings .................................................................. ~ 2.75ms
  2026-03-09 01:23:39 /api/admin/bookings/2/status ....................................................... ~ 515.36ms
  2026-03-09 01:23:40 /api/admin/bookings/2/status ....................................................... ~ 494.60ms
  2026-03-09 01:23:40 /api/admin/bookings .................................................................. ~ 0.31ms
  2026-03-09 01:23:40 /api/admin/bookings ................................................................ ~ 505.48ms
  2026-03-09 01:23:43 /api/admin/bookings/2/status ......................................................... ~ 0.58ms
  2026-03-09 01:23:43 /api/admin/bookings/2/status ....................................................... ~ 502.04ms
  2026-03-09 01:23:44 /api/admin/bookings .................................................................. ~ 0.70ms
  2026-03-09 01:23:44 /api/admin/bookings ................................................................ ~ 504.78ms
  2026-03-09 01:23:46 /api/admin/bookings/1/status ......................................................... ~ 0.96ms
  2026-03-09 01:23:46 /api/admin/bookings/1/status ....................................................... ~ 515.28ms
  2026-03-09 01:23:46 /api/admin/bookings .................................................................. ~ 0.27ms
  2026-03-09 01:23:46 /api/admin/bookings .................................................................. ~ 0.30ms
  2026-03-09 01:23:47 /api/admin/bookings/1/status ....................................................... ~ 503.48ms
  2026-03-09 01:23:48 /api/admin/bookings/1/status ......................................................... ~ 0.45ms
  2026-03-09 01:23:48 /api/admin/bookings .................................................................. ~ 0.35ms
  2026-03-09 01:23:48 /api/admin/bookings ................................................................ ~ 500.92ms
  2026-03-09 01:23:49 /api/admin/bookings/1/status ......................................................... ~ 0.39ms
  2026-03-09 01:23:49 /api/admin/bookings/1/status ....................................................... ~ 516.59ms
  2026-03-09 01:23:49 /api/admin/bookings .................................................................. ~ 0.22ms
  2026-03-09 01:23:49 /api/admin/bookings .................................................................. ~ 0.28ms
  2026-03-09 01:25:08 /api/admin/bookings ................................................................ ~ 504.85ms
  2026-03-09 01:25:08 /api/admin/bookings .................................................................. ~ 0.35ms
  2026-03-09 01:25:11 /api/admin/bookings ................................................................ ~ 531.03ms
  2026-03-09 01:25:12 /api/admin/bookings .................................................................. ~ 3.91ms
  2026-03-09 01:25:13 /api/admin/bookings .................................................................. ~ 0.68ms
  2026-03-09 01:25:13 /api/admin/bookings ................................................................ ~ 501.21ms
  2026-03-09 01:25:16 /api/admin/logout .................................................................... ~ 0.39ms
  2026-03-09 01:25:16 /api/admin/logout .................................................................. ~ 512.33ms
  2026-03-09 01:45:34 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 01:45:34 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 01:45:35 /api/client/photos ................................................................. ~ 516.98ms
  2026-03-09 01:45:35 /api/client/photos ................................................................. ~ 501.94ms
  2026-03-09 01:46:29 /api/client/photos ................................................................. ~ 513.12ms
  2026-03-09 01:46:29 /api/client/bookings ............................................................... ~ 510.57ms
  2026-03-09 01:46:29 /api/client/photos ................................................................. ~ 514.14ms
  2026-03-09 01:46:30 /api/client/bookings ............................................................... ~ 514.70ms
  2026-03-09 01:46:30 /api/client/photos ................................................................. ~ 515.51ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\BookingController.php on line 3
  2026-03-09 01:46:30 /api/client/bookings ..................................................................... ~ 2s
  2026-03-09 01:46:30 /api/client/photos ....................................................................... ~ 2s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\BookingController.php on line 3
  2026-03-09 01:46:33 /api/client/bookings ............................................................... ~ 513.10ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-03-09 01:48:41 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 01:48:42 /api/client/bookings ............................................................... ~ 506.66ms
  2026-03-09 01:48:42 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 01:48:43 /api/client/bookings ............................................................... ~ 520.32ms
  2026-03-09 01:48:43 /api/client/photos ....................................................................... ~ 1s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\BookingController.php on line 3
  2026-03-09 01:48:43 /api/client/bookings ..................................................................... ~ 4s
  2026-03-09 01:48:44 /api/client/photos ....................................................................... ~ 3s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\BookingController.php on line 3
  2026-03-09 01:48:47 /api/client/bookings ............................................................... ~ 509.85ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-03-09 01:49:23 /api/client/photos ................................................................. ~ 514.18ms
  2026-03-09 01:49:24 /api/client/bookings ............................................................... ~ 514.81ms
  2026-03-09 01:49:24 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 01:49:24 /api/client/bookings ............................................................... ~ 559.49ms
  2026-03-09 01:49:25 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 01:49:25 /api/client/bookings ..................................................................... ~ 1s
  2026-03-09 01:49:26 /api/client/photos ................................................................. ~ 509.30ms
  2026-03-09 01:49:26 /api/client/bookings ..................................................................... ~ 1s
  2026-03-09 01:50:07 /api/client/login ........................................................................ ~ 1s
  2026-03-09 01:50:09 /api/bookings ...................................................................... ~ 503.11ms
  2026-03-09 01:50:09 /api/admin/login ................................................................... ~ 507.48ms
  2026-03-09 01:50:10 /api/admin/bookings/3/status ......................................................... ~ 0.46ms
  2026-03-09 01:50:10 /api/client/bookings/3/pay ............................................................... ~ 1s
  2026-03-09 01:50:11 /api/client/bookings/3/invoice ........................................................... ~ 1s
  2026-03-09 01:50:30 /api/client/login ........................................................................ ~ 1s
  2026-03-09 01:50:31 /api/bookings ...................................................................... ~ 508.04ms
  2026-03-09 01:50:32 /api/admin/login ................................................................... ~ 502.33ms
  2026-03-09 01:50:32 /api/admin/bookings/4/status ......................................................... ~ 0.40ms
  2026-03-09 01:50:33 /api/client/bookings/4/pay ......................................................... ~ 512.08ms
  2026-03-09 01:50:33 /api/client/bookings/4/invoice ..................................................... ~ 522.01ms
  2026-03-09 01:54:17 /api/admin/login ......................................................................... ~ 1s
  2026-03-09 01:54:18 /api/admin/login ......................................................................... ~ 1s
  2026-03-09 01:54:19 /api/admin/bookings ................................................................ ~ 496.11ms
  2026-03-09 01:54:20 /api/admin/bookings .................................................................. ~ 0.39ms
  2026-03-09 01:54:43 /api/admin/bookings ................................................................ ~ 510.15ms
  2026-03-09 01:54:44 /api/admin/bookings .................................................................. ~ 0.82ms
  2026-03-09 01:55:03 /api/client/bookings ............................................................... ~ 549.28ms
  2026-03-09 01:55:03 /api/client/bookings ................................................................. ~ 0.83ms
  2026-03-09 01:55:03 /api/client/bookings ............................................................... ~ 511.82ms
  2026-03-09 01:55:03 /api/client/bookings ............................................................... ~ 502.33ms
  2026-03-09 01:56:03 /api/client/photos ................................................................. ~ 505.77ms
  2026-03-09 01:56:03 /api/client/bookings ................................................................. ~ 0.91ms
  2026-03-09 01:56:03 /api/client/photos ................................................................. ~ 515.98ms
  2026-03-09 01:56:04 /api/client/bookings ............................................................... ~ 509.83ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\ClientGalleryController.php on line 3
  2026-03-09 01:56:04 /api/client/photos ...................................................................... ~ 19s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 01:56:04 /api/client/bookings .................................................................... ~ 20s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\ClientGalleryController.php on line 3
  2026-03-09 01:56:24 /api/client/photos ....................................................................... ~ 1s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 01:56:25 /api/client/bookings ............................................................... ~ 515.01ms
  2026-03-09 01:56:42 /api/bookings ...................................................................... ~ 504.90ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 01:56:42 /api/bookings ...................................................................... ~ 507.97ms
  2026-03-09 01:56:50 /api/bookings ...................................................................... ~ 513.83ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 01:56:50 /api/bookings ...................................................................... ~ 499.96ms
  2026-03-09 01:56:57 /api/client/photos ................................................................... ~ 2.61ms
  2026-03-09 01:56:58 /api/client/bookings ............................................................... ~ 523.92ms
  2026-03-09 01:56:58 /api/client/photos ................................................................. ~ 531.00ms
  2026-03-09 01:56:58 /api/client/bookings ................................................................ ~ 11.06ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\ClientGalleryController.php on line 3
  2026-03-09 01:56:58 /api/client/photos ................................................................. ~ 523.24ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 01:56:58 /api/client/bookings ..................................................................... ~ 1s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\ClientGalleryController.php on line 3
  2026-03-09 01:57:00 /api/client/photos ................................................................. ~ 512.65ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 01:57:00 /api/client/bookings ..................................................................... ~ 1s
  2026-03-09 01:57:22 /api/client/photos ................................................................... ~ 1.01ms
  2026-03-09 01:57:23 /api/client/bookings ............................................................... ~ 502.71ms
  2026-03-09 01:57:23 /api/client/photos ................................................................. ~ 506.94ms
  2026-03-09 01:57:23 /api/client/bookings ................................................................. ~ 4.71ms
  2026-03-09 01:57:23 /api/client/photos ................................................................. ~ 509.82ms
  2026-03-09 01:57:23 /api/client/bookings ............................................................... ~ 508.88ms
  2026-03-09 01:57:23 /api/client/photos ................................................................. ~ 512.01ms
  2026-03-09 01:57:24 /api/client/bookings ............................................................... ~ 520.03ms
  2026-03-09 01:57:24 /api/client/bookings ................................................................. ~ 3.25ms
  2026-03-09 01:57:24 /api/client/bookings ................................................................. ~ 0.83ms
  2026-03-09 01:57:24 /api/client/bookings ............................................................... ~ 510.06ms
  2026-03-09 01:57:25 /api/client/bookings ............................................................... ~ 517.13ms
  2026-03-09 01:57:26 /api/client/photos ................................................................... ~ 3.24ms
  2026-03-09 01:57:26 /api/client/bookings ............................................................... ~ 502.61ms
  2026-03-09 01:57:26 /api/client/photos ................................................................. ~ 508.28ms
  2026-03-09 01:57:26 /api/client/bookings ............................................................... ~ 517.89ms
  2026-03-09 01:57:27 /api/client/photos ................................................................. ~ 516.09ms
  2026-03-09 01:57:27 /api/client/bookings ............................................................... ~ 505.78ms
  2026-03-09 01:57:27 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 01:57:27 /api/client/bookings ............................................................... ~ 509.60ms
  2026-03-09 01:57:34 /api/client/bookings/3/invoice ..................................................... ~ 551.52ms
  2026-03-09 01:57:34 /api/client/bookings/3/invoice ..................................................... ~ 518.64ms
  2026-03-09 01:57:48 /api/client/login ........................................................................ ~ 1s
  2026-03-09 01:58:00 /api/client/login ........................................................................ ~ 1s
  2026-03-09 01:58:01 /api/client/photos ................................................................. ~ 503.14ms
  2026-03-09 01:58:10 /api/client/login ........................................................................ ~ 1s
  2026-03-09 01:58:11 /api/client/photos ................................................................... ~ 0.41ms
  2026-03-09 01:59:11 /api/admin/bookings/4/status ....................................................... ~ 505.23ms
  2026-03-09 01:59:11 /api/admin/bookings/4/status ....................................................... ~ 514.56ms
  2026-03-09 01:59:12 /api/admin/bookings .................................................................. ~ 1.17ms
  2026-03-09 01:59:12 /api/admin/bookings ................................................................ ~ 504.58ms
  2026-03-09 01:59:46 /api/client/photos ................................................................... ~ 9.25ms
  2026-03-09 01:59:47 /api/client/bookings ............................................................... ~ 502.97ms
  2026-03-09 01:59:47 /api/client/photos ................................................................. ~ 508.84ms
  2026-03-09 01:59:47 /api/client/bookings ................................................................. ~ 5.10ms
  2026-03-09 01:59:47 /api/client/photos ................................................................. ~ 508.05ms
  2026-03-09 01:59:47 /api/client/bookings ............................................................... ~ 510.11ms
  2026-03-09 01:59:47 /api/client/photos ................................................................. ~ 512.20ms
  2026-03-09 01:59:48 /api/client/bookings ............................................................... ~ 514.80ms
  2026-03-09 02:10:46 /api/admin/bookings ................................................................ ~ 523.31ms
  2026-03-09 02:10:47 /api/admin/bookings ................................................................ ~ 515.86ms
  2026-03-09 02:11:00 /api/admin/bookings ................................................................ ~ 511.41ms
  2026-03-09 02:11:00 /api/admin/bookings ................................................................ ~ 504.35ms
  2026-03-09 02:11:02 /api/client/photos ................................................................... ~ 0.60ms
  2026-03-09 02:11:02 /api/client/bookings ............................................................... ~ 512.03ms
  2026-03-09 02:11:02 /api/client/photos ................................................................. ~ 523.79ms
  2026-03-09 02:11:03 /api/client/bookings ............................................................... ~ 512.48ms
  2026-03-09 02:11:03 /api/client/photos ................................................................. ~ 506.16ms
  2026-03-09 02:11:03 /api/client/bookings ............................................................... ~ 505.51ms
  2026-03-09 02:11:03 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 02:11:03 /api/client/bookings ............................................................... ~ 570.03ms
  2026-03-09 02:11:39 /api/admin/clients ................................................................. ~ 508.79ms
  2026-03-09 02:11:40 /api/admin/clients ................................................................... ~ 0.92ms
  2026-03-09 02:11:43 /api/admin/login ......................................................................... ~ 1s
  2026-03-09 02:11:44 /api/admin/clients ................................................................... ~ 1.28ms
  2026-03-09 02:11:45 /api/admin/clients/2 ............................................................... ~ 510.69ms
  2026-03-09 02:11:55 /api/admin/login ......................................................................... ~ 1s
  2026-03-09 02:11:56 /api/admin/clients/2 ............................................................... ~ 505.69ms
  2026-03-09 02:17:27 /api/client/photos ....................................................................... ~ 1s
  2026-03-09 02:17:27 /api/client/selections ................................................................... ~ 1s
  2026-03-09 02:17:28 /api/client/bookings ............................................................... ~ 522.70ms
  2026-03-09 02:17:28 /api/client/photos ................................................................. ~ 523.51ms
  2026-03-09 02:17:28 /api/client/selections ............................................................... ~ 6.78ms
  2026-03-09 02:17:28 /api/client/bookings ................................................................. ~ 4.25ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 02:17:29 /api/client/photos ....................................................................... ~ 2s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\PhotoSelectionController.php on line 3
  2026-03-09 02:17:29 /api/client/selections ................................................................... ~ 3s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 02:17:31 /api/client/bookings ..................................................................... ~ 1s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 02:17:31 /api/client/photos ....................................................................... ~ 1s
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\PhotoSelectionController.php on line 3
  2026-03-09 02:17:32 /api/client/selections ............................................................. ~ 512.16ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Models\Client.php on line 3
  2026-03-09 02:17:32 /api/client/bookings ............................................................... ~ 526.74ms
  2026-03-09 02:18:11 /api/client/photos ................................................................. ~ 508.44ms
  2026-03-09 02:18:11 /api/client/selections ............................................................. ~ 501.94ms
  2026-03-09 02:18:11 /api/client/bookings ............................................................... ~ 507.40ms
  2026-03-09 02:18:11 /api/client/photos ................................................................. ~ 515.92ms
  2026-03-09 02:18:12 /api/client/selections ................................................................... ~ 4s
  2026-03-09 02:18:12 /api/client/bookings ..................................................................... ~ 4s
  2026-03-09 02:18:57 /api/client/login ........................................................................ ~ 1s
  2026-03-09 02:18:58 /api/client/photos/TEST_PHOTO_001/select ............................................. ~ 0.23ms
  2026-03-09 02:18:58 /api/client/selections ............................................................. ~ 502.47ms
  2026-03-09 02:18:58 /api/admin/login ................................................................... ~ 502.57ms
  2026-03-09 02:18:59 /api/admin/selections/1 .............................................................. ~ 0.45ms
  2026-03-09 02:19:13 /api/admin/clients ................................................................... ~ 0.88ms
  2026-03-09 02:19:14 /api/admin/clients ................................................................. ~ 510.49ms
  2026-03-09 02:19:15 /api/admin/bookings ................................................................ ~ 517.77ms
  2026-03-09 02:19:15 /api/admin/bookings .................................................................. ~ 0.65ms
  2026-03-09 02:19:22 /api/admin/bookings ................................................................ ~ 511.26ms
  2026-03-09 02:19:23 /api/admin/bookings ................................................................ ~ 511.52ms
  2026-03-09 02:19:26 /api/admin/clients ................................................................. ~ 510.05ms
  2026-03-09 02:19:27 /api/admin/clients ................................................................... ~ 0.17ms
  2026-03-09 02:21:02 /api/admin/bookings ................................................................ ~ 503.28ms
  2026-03-09 02:21:03 /api/admin/bookings ...................................................................... ~ 1s
  2026-03-09 02:21:07 /api/admin/clients ................................................................... ~ 0.49ms
  2026-03-09 02:21:07 /api/admin/clients ................................................................. ~ 519.10ms
  2026-03-09 02:27:52 /api/admin/bookings ...................................................................... ~ 1s
  2026-03-09 02:27:53 /api/admin/bookings ...................................................................... ~ 1s
  2026-03-09 02:27:53 /api/admin/bookings .................................................................. ~ 0.36ms
  2026-03-09 02:27:54 /api/admin/bookings .................................................................. ~ 0.33ms
  2026-03-09 02:27:54 /api/admin/bookings ................................................................ ~ 508.26ms
  2026-03-09 02:27:54 /api/admin/bookings .................................................................. ~ 0.42ms
  2026-03-09 02:27:55 /api/admin/bookings .................................................................. ~ 0.46ms
  2026-03-09 02:27:55 /api/admin/bookings ................................................................ ~ 505.60ms
  2026-03-09 02:27:55 /api/admin/bookings ................................................................ ~ 513.54ms
  2026-03-09 02:27:55 /api/admin/bookings .................................................................. ~ 5.70ms
  2026-03-09 02:27:55 /api/admin/bookings ................................................................ ~ 511.75ms
  2026-03-09 02:27:55 /api/admin/bookings ................................................................ ~ 507.83ms
  2026-03-09 02:27:55 /api/admin/bookings ................................................................ ~ 549.55ms
  2026-03-09 02:27:56 /api/admin/bookings ................................................................ ~ 548.57ms
  2026-03-09 02:27:56 /api/admin/bookings .................................................................. ~ 0.22ms
  2026-03-09 02:27:56 /api/admin/bookings ................................................................ ~ 547.66ms
  2026-03-09 02:28:01 /api/admin/clients ................................................................... ~ 0.40ms
  2026-03-09 02:28:01 /api/admin/clients ................................................................. ~ 518.33ms
  2026-03-09 02:28:04 /api/admin/bookings ................................................................. ~ 32.62ms
  2026-03-09 02:28:04 /api/admin/bookings ................................................................ ~ 511.75ms
  2026-03-09 02:28:06 /api/admin/clients ................................................................. ~ 507.55ms
  2026-03-09 02:28:06 /api/admin/clients ................................................................. ~ 505.77ms
  2026-03-09 02:28:14 /api/admin/bookings ................................................................ ~ 514.44ms
  2026-03-09 02:28:14 /api/admin/bookings .................................................................. ~ 0.45ms
  2026-03-09 02:28:17 /api/admin/bookings .................................................................. ~ 2.51ms
  2026-03-09 02:28:17 /api/admin/bookings ................................................................ ~ 524.39ms
  2026-03-09 02:28:20 /api/admin/clients ................................................................. ~ 506.30ms
  2026-03-09 02:28:20 /api/admin/clients ................................................................... ~ 0.60ms
  2026-03-09 02:28:53 /api/admin/clients ................................................................... ~ 1.51ms
  2026-03-09 02:28:53 /api/admin/clients ................................................................. ~ 509.71ms
  2026-03-09 02:28:54 /api/client/photos ................................................................. ~ 523.07ms
  2026-03-09 02:28:54 /api/client/selections ............................................................... ~ 0.29ms
  2026-03-09 02:28:54 /api/client/bookings ................................................................. ~ 2.80ms
  2026-03-09 02:28:54 /api/client/photos ................................................................. ~ 503.34ms
  2026-03-09 02:28:54 /api/client/selections ................................................................... ~ 1s
  2026-03-09 02:28:55 /api/client/bookings ............................................................... ~ 514.96ms
  PHP Fatal error:  Namespace declaration statement has to be the very first statement or after any declare call in the script in C:\xampp\htdocs\AD PHOTOGRAPHY\backend-api\app\Http\Controllers\Api\BlogController.php on line 3
  2026-03-09 02:29:03 /api/blog ................................................................................ ~ 1s
